D:\IMG\center_2022_04_15_17_46_18_143.jpg,D:\IMG\left_2022_04_15_17_46_18_143.jpg,D:\IMG\right_2022_04_15_17_46_18_143.jpg,0,1,0,2.21161
D:\IMG\center_2022_04_15_17_46_18_215.jpg,D:\IMG\left_2022_04_15_17_46_18_215.jpg,D:\IMG\right_2022_04_15_17_46_18_215.jpg,0,1,0,3.163905
D:\IMG\center_2022_04_15_17_46_18_285.jpg,D:\IMG\left_2022_04_15_17_46_18_285.jpg,D:\IMG\right_2022_04_15_17_46_18_285.jpg,0,1,0,3.867335
D:\IMG\center_2022_04_15_17_46_18_357.jpg,D:\IMG\left_2022_04_15_17_46_18_357.jpg,D:\IMG\right_2022_04_15_17_46_18_357.jpg,-0.15,1,0,4.79917
D:\IMG\center_2022_04_15_17_46_18_428.jpg,D:\IMG\left_2022_04_15_17_46_18_428.jpg,D:\IMG\right_2022_04_15_17_46_18_428.jpg,0,1,0,5.710595
D:\IMG\center_2022_04_15_17_46_18_501.jpg,D:\IMG\left_2022_04_15_17_46_18_501.jpg,D:\IMG\right_2022_04_15_17_46_18_501.jpg,0,1,0,6.398669
D:\IMG\center_2022_04_15_17_46_18_573.jpg,D:\IMG\left_2022_04_15_17_46_18_573.jpg,D:\IMG\right_2022_04_15_17_46_18_573.jpg,0,1,0,7.313313
D:\IMG\center_2022_04_15_17_46_18_642.jpg,D:\IMG\left_2022_04_15_17_46_18_642.jpg,D:\IMG\right_2022_04_15_17_46_18_642.jpg,0,1,0,7.994801
D:\IMG\center_2022_04_15_17_46_18_714.jpg,D:\IMG\left_2022_04_15_17_46_18_714.jpg,D:\IMG\right_2022_04_15_17_46_18_714.jpg,-0.2,1,0,8.887391
D:\IMG\center_2022_04_15_17_46_18_786.jpg,D:\IMG\left_2022_04_15_17_46_18_786.jpg,D:\IMG\right_2022_04_15_17_46_18_786.jpg,-0.35,1,0,9.534905
D:\IMG\center_2022_04_15_17_46_18_858.jpg,D:\IMG\left_2022_04_15_17_46_18_858.jpg,D:\IMG\right_2022_04_15_17_46_18_858.jpg,0,1,0,10.38182
D:\IMG\center_2022_04_15_17_46_18_929.jpg,D:\IMG\left_2022_04_15_17_46_18_929.jpg,D:\IMG\right_2022_04_15_17_46_18_929.jpg,0,1,0,11.25846
D:\IMG\center_2022_04_15_17_46_19_000.jpg,D:\IMG\left_2022_04_15_17_46_19_000.jpg,D:\IMG\right_2022_04_15_17_46_19_000.jpg,-0.1,1,0,12.04278
D:\IMG\center_2022_04_15_17_46_19_072.jpg,D:\IMG\left_2022_04_15_17_46_19_072.jpg,D:\IMG\right_2022_04_15_17_46_19_072.jpg,-0.3,1,0,12.75122
D:\IMG\center_2022_04_15_17_46_19_144.jpg,D:\IMG\left_2022_04_15_17_46_19_144.jpg,D:\IMG\right_2022_04_15_17_46_19_144.jpg,0,1,0,13.33993
D:\IMG\center_2022_04_15_17_46_19_215.jpg,D:\IMG\left_2022_04_15_17_46_19_215.jpg,D:\IMG\right_2022_04_15_17_46_19_215.jpg,0,1,0,14.24972
D:\IMG\center_2022_04_15_17_46_19_286.jpg,D:\IMG\left_2022_04_15_17_46_19_286.jpg,D:\IMG\right_2022_04_15_17_46_19_286.jpg,-0.1,1,0,14.81958
D:\IMG\center_2022_04_15_17_46_19_359.jpg,D:\IMG\left_2022_04_15_17_46_19_359.jpg,D:\IMG\right_2022_04_15_17_46_19_359.jpg,-0.3,1,0,15.65533
D:\IMG\center_2022_04_15_17_46_19_431.jpg,D:\IMG\left_2022_04_15_17_46_19_431.jpg,D:\IMG\right_2022_04_15_17_46_19_431.jpg,0,1,0,16.43763
D:\IMG\center_2022_04_15_17_46_19_504.jpg,D:\IMG\left_2022_04_15_17_46_19_504.jpg,D:\IMG\right_2022_04_15_17_46_19_504.jpg,-0.05,1,0,17.22028
D:\IMG\center_2022_04_15_17_46_19_576.jpg,D:\IMG\left_2022_04_15_17_46_19_576.jpg,D:\IMG\right_2022_04_15_17_46_19_576.jpg,-0.25,1,0,18.03381
D:\IMG\center_2022_04_15_17_46_19_650.jpg,D:\IMG\left_2022_04_15_17_46_19_650.jpg,D:\IMG\right_2022_04_15_17_46_19_650.jpg,-0.45,1,0,18.77686
D:\IMG\center_2022_04_15_17_46_19_724.jpg,D:\IMG\left_2022_04_15_17_46_19_724.jpg,D:\IMG\right_2022_04_15_17_46_19_724.jpg,0,1,0,19.23015
D:\IMG\center_2022_04_15_17_46_19_797.jpg,D:\IMG\left_2022_04_15_17_46_19_797.jpg,D:\IMG\right_2022_04_15_17_46_19_797.jpg,-0.1,1,0,20.05342
D:\IMG\center_2022_04_15_17_46_19_869.jpg,D:\IMG\left_2022_04_15_17_46_19_869.jpg,D:\IMG\right_2022_04_15_17_46_19_869.jpg,-0.3,1,0,20.84637
D:\IMG\center_2022_04_15_17_46_19_941.jpg,D:\IMG\left_2022_04_15_17_46_19_941.jpg,D:\IMG\right_2022_04_15_17_46_19_941.jpg,-0.45,1,0,21.45495
D:\IMG\center_2022_04_15_17_46_20_012.jpg,D:\IMG\left_2022_04_15_17_46_20_012.jpg,D:\IMG\right_2022_04_15_17_46_20_012.jpg,0,1,0,22.14664
D:\IMG\center_2022_04_15_17_46_20_083.jpg,D:\IMG\left_2022_04_15_17_46_20_083.jpg,D:\IMG\right_2022_04_15_17_46_20_083.jpg,0,1,0,22.69329
D:\IMG\center_2022_04_15_17_46_20_152.jpg,D:\IMG\left_2022_04_15_17_46_20_152.jpg,D:\IMG\right_2022_04_15_17_46_20_152.jpg,-0.2,1,0,23.48111
D:\IMG\center_2022_04_15_17_46_20_226.jpg,D:\IMG\left_2022_04_15_17_46_20_226.jpg,D:\IMG\right_2022_04_15_17_46_20_226.jpg,-0.35,1,0,24.03678
D:\IMG\center_2022_04_15_17_46_20_293.jpg,D:\IMG\left_2022_04_15_17_46_20_293.jpg,D:\IMG\right_2022_04_15_17_46_20_293.jpg,-0.5500001,1,0,24.68814
D:\IMG\center_2022_04_15_17_46_20_363.jpg,D:\IMG\left_2022_04_15_17_46_20_363.jpg,D:\IMG\right_2022_04_15_17_46_20_363.jpg,-0.7,1,0,25.11891
D:\IMG\center_2022_04_15_17_46_20_433.jpg,D:\IMG\left_2022_04_15_17_46_20_433.jpg,D:\IMG\right_2022_04_15_17_46_20_433.jpg,-0.9000002,1,0,25.61743
D:\IMG\center_2022_04_15_17_46_20_503.jpg,D:\IMG\left_2022_04_15_17_46_20_503.jpg,D:\IMG\right_2022_04_15_17_46_20_503.jpg,0,1,0,26.00589
D:\IMG\center_2022_04_15_17_46_20_574.jpg,D:\IMG\left_2022_04_15_17_46_20_574.jpg,D:\IMG\right_2022_04_15_17_46_20_574.jpg,0,1,0,26.65686
D:\IMG\center_2022_04_15_17_46_20_645.jpg,D:\IMG\left_2022_04_15_17_46_20_645.jpg,D:\IMG\right_2022_04_15_17_46_20_645.jpg,0,1,0,27.18866
D:\IMG\center_2022_04_15_17_46_20_715.jpg,D:\IMG\left_2022_04_15_17_46_20_715.jpg,D:\IMG\right_2022_04_15_17_46_20_715.jpg,0,1,0,27.92776
D:\IMG\center_2022_04_15_17_46_20_786.jpg,D:\IMG\left_2022_04_15_17_46_20_786.jpg,D:\IMG\right_2022_04_15_17_46_20_786.jpg,0,1,0,28.4839
D:\IMG\center_2022_04_15_17_46_20_854.jpg,D:\IMG\left_2022_04_15_17_46_20_854.jpg,D:\IMG\right_2022_04_15_17_46_20_854.jpg,0,1,0,29.22176
D:\IMG\center_2022_04_15_17_46_20_924.jpg,D:\IMG\left_2022_04_15_17_46_20_924.jpg,D:\IMG\right_2022_04_15_17_46_20_924.jpg,0,1,0,29.77124
D:\IMG\center_2022_04_15_17_46_20_994.jpg,D:\IMG\left_2022_04_15_17_46_20_994.jpg,D:\IMG\right_2022_04_15_17_46_20_994.jpg,0.2,1,0,30.17915
D:\IMG\center_2022_04_15_17_46_21_060.jpg,D:\IMG\left_2022_04_15_17_46_21_060.jpg,D:\IMG\right_2022_04_15_17_46_21_060.jpg,0,1,0,30.19119
D:\IMG\center_2022_04_15_17_46_21_129.jpg,D:\IMG\left_2022_04_15_17_46_21_129.jpg,D:\IMG\right_2022_04_15_17_46_21_129.jpg,0,1,0,30.18922
D:\IMG\center_2022_04_15_17_46_21_197.jpg,D:\IMG\left_2022_04_15_17_46_21_197.jpg,D:\IMG\right_2022_04_15_17_46_21_197.jpg,0,1,0,30.19024
D:\IMG\center_2022_04_15_17_46_21_264.jpg,D:\IMG\left_2022_04_15_17_46_21_264.jpg,D:\IMG\right_2022_04_15_17_46_21_264.jpg,0,1,0,30.19029
D:\IMG\center_2022_04_15_17_46_21_332.jpg,D:\IMG\left_2022_04_15_17_46_21_332.jpg,D:\IMG\right_2022_04_15_17_46_21_332.jpg,0,1,0,30.19029
D:\IMG\center_2022_04_15_17_46_21_398.jpg,D:\IMG\left_2022_04_15_17_46_21_398.jpg,D:\IMG\right_2022_04_15_17_46_21_398.jpg,-0.1,1,0,30.18739
D:\IMG\center_2022_04_15_17_46_21_466.jpg,D:\IMG\left_2022_04_15_17_46_21_466.jpg,D:\IMG\right_2022_04_15_17_46_21_466.jpg,-0.25,1,0,30.17436
D:\IMG\center_2022_04_15_17_46_21_536.jpg,D:\IMG\left_2022_04_15_17_46_21_536.jpg,D:\IMG\right_2022_04_15_17_46_21_536.jpg,0,1,0,30.19021
D:\IMG\center_2022_04_15_17_46_21_619.jpg,D:\IMG\left_2022_04_15_17_46_21_619.jpg,D:\IMG\right_2022_04_15_17_46_21_619.jpg,0,1,0,30.18909
D:\IMG\center_2022_04_15_17_46_21_702.jpg,D:\IMG\left_2022_04_15_17_46_21_702.jpg,D:\IMG\right_2022_04_15_17_46_21_702.jpg,0,1,0,30.19023
D:\IMG\center_2022_04_15_17_46_21_782.jpg,D:\IMG\left_2022_04_15_17_46_21_782.jpg,D:\IMG\right_2022_04_15_17_46_21_782.jpg,0,1,0,30.19025
D:\IMG\center_2022_04_15_17_46_21_853.jpg,D:\IMG\left_2022_04_15_17_46_21_853.jpg,D:\IMG\right_2022_04_15_17_46_21_853.jpg,0,1,0,30.1904
D:\IMG\center_2022_04_15_17_46_21_927.jpg,D:\IMG\left_2022_04_15_17_46_21_927.jpg,D:\IMG\right_2022_04_15_17_46_21_927.jpg,0,1,0,30.19033
D:\IMG\center_2022_04_15_17_46_21_995.jpg,D:\IMG\left_2022_04_15_17_46_21_995.jpg,D:\IMG\right_2022_04_15_17_46_21_995.jpg,-0.2,1,0,30.18011
D:\IMG\center_2022_04_15_17_46_22_066.jpg,D:\IMG\left_2022_04_15_17_46_22_066.jpg,D:\IMG\right_2022_04_15_17_46_22_066.jpg,0,1,0,30.18465
D:\IMG\center_2022_04_15_17_46_22_133.jpg,D:\IMG\left_2022_04_15_17_46_22_133.jpg,D:\IMG\right_2022_04_15_17_46_22_133.jpg,0,1,0,30.18983
D:\IMG\center_2022_04_15_17_46_22_201.jpg,D:\IMG\left_2022_04_15_17_46_22_201.jpg,D:\IMG\right_2022_04_15_17_46_22_201.jpg,0,1,0,30.19016
D:\IMG\center_2022_04_15_17_46_22_268.jpg,D:\IMG\left_2022_04_15_17_46_22_268.jpg,D:\IMG\right_2022_04_15_17_46_22_268.jpg,-0.2,1,0,30.18165
D:\IMG\center_2022_04_15_17_46_22_335.jpg,D:\IMG\left_2022_04_15_17_46_22_335.jpg,D:\IMG\right_2022_04_15_17_46_22_335.jpg,-0.35,1,0,30.16516
D:\IMG\center_2022_04_15_17_46_22_409.jpg,D:\IMG\left_2022_04_15_17_46_22_409.jpg,D:\IMG\right_2022_04_15_17_46_22_409.jpg,0,1,0,30.18941
D:\IMG\center_2022_04_15_17_46_22_482.jpg,D:\IMG\left_2022_04_15_17_46_22_482.jpg,D:\IMG\right_2022_04_15_17_46_22_482.jpg,0,1,0,30.18996
D:\IMG\center_2022_04_15_17_46_22_556.jpg,D:\IMG\left_2022_04_15_17_46_22_556.jpg,D:\IMG\right_2022_04_15_17_46_22_556.jpg,0,1,0,30.19039
D:\IMG\center_2022_04_15_17_46_22_629.jpg,D:\IMG\left_2022_04_15_17_46_22_629.jpg,D:\IMG\right_2022_04_15_17_46_22_629.jpg,-0.15,1,0,30.18533
D:\IMG\center_2022_04_15_17_46_22_699.jpg,D:\IMG\left_2022_04_15_17_46_22_699.jpg,D:\IMG\right_2022_04_15_17_46_22_699.jpg,-0.3,1,0,30.17043
D:\IMG\center_2022_04_15_17_46_22_772.jpg,D:\IMG\left_2022_04_15_17_46_22_772.jpg,D:\IMG\right_2022_04_15_17_46_22_772.jpg,0,1,0,30.18988
D:\IMG\center_2022_04_15_17_46_22_843.jpg,D:\IMG\left_2022_04_15_17_46_22_843.jpg,D:\IMG\right_2022_04_15_17_46_22_843.jpg,0,1,0,30.19011
D:\IMG\center_2022_04_15_17_46_22_917.jpg,D:\IMG\left_2022_04_15_17_46_22_917.jpg,D:\IMG\right_2022_04_15_17_46_22_917.jpg,-0.1,1,0,30.18869
D:\IMG\center_2022_04_15_17_46_22_988.jpg,D:\IMG\left_2022_04_15_17_46_22_988.jpg,D:\IMG\right_2022_04_15_17_46_22_988.jpg,-0.3,1,0,30.17079
D:\IMG\center_2022_04_15_17_46_23_060.jpg,D:\IMG\left_2022_04_15_17_46_23_060.jpg,D:\IMG\right_2022_04_15_17_46_23_060.jpg,0,1,0,30.18972
D:\IMG\center_2022_04_15_17_46_23_132.jpg,D:\IMG\left_2022_04_15_17_46_23_132.jpg,D:\IMG\right_2022_04_15_17_46_23_132.jpg,0,1,0,30.18988
D:\IMG\center_2022_04_15_17_46_23_206.jpg,D:\IMG\left_2022_04_15_17_46_23_206.jpg,D:\IMG\right_2022_04_15_17_46_23_206.jpg,0,1,0,30.18988
D:\IMG\center_2022_04_15_17_46_23_281.jpg,D:\IMG\left_2022_04_15_17_46_23_281.jpg,D:\IMG\right_2022_04_15_17_46_23_281.jpg,-0.2,1,0,30.1818
D:\IMG\center_2022_04_15_17_46_23_353.jpg,D:\IMG\left_2022_04_15_17_46_23_353.jpg,D:\IMG\right_2022_04_15_17_46_23_353.jpg,0,1,0,30.1902
D:\IMG\center_2022_04_15_17_46_23_426.jpg,D:\IMG\left_2022_04_15_17_46_23_426.jpg,D:\IMG\right_2022_04_15_17_46_23_426.jpg,0,1,0,30.18972
D:\IMG\center_2022_04_15_17_46_23_500.jpg,D:\IMG\left_2022_04_15_17_46_23_500.jpg,D:\IMG\right_2022_04_15_17_46_23_500.jpg,-0.15,1,0,30.18645
D:\IMG\center_2022_04_15_17_46_23_571.jpg,D:\IMG\left_2022_04_15_17_46_23_571.jpg,D:\IMG\right_2022_04_15_17_46_23_571.jpg,-0.35,1,0,30.16592
D:\IMG\center_2022_04_15_17_46_23_648.jpg,D:\IMG\left_2022_04_15_17_46_23_648.jpg,D:\IMG\right_2022_04_15_17_46_23_648.jpg,0,1,0,30.18754
D:\IMG\center_2022_04_15_17_46_23_721.jpg,D:\IMG\left_2022_04_15_17_46_23_721.jpg,D:\IMG\right_2022_04_15_17_46_23_721.jpg,-0.05,1,0,30.19013
D:\IMG\center_2022_04_15_17_46_23_797.jpg,D:\IMG\left_2022_04_15_17_46_23_797.jpg,D:\IMG\right_2022_04_15_17_46_23_797.jpg,-0.25,1,0,30.17939
D:\IMG\center_2022_04_15_17_46_23_874.jpg,D:\IMG\left_2022_04_15_17_46_23_874.jpg,D:\IMG\right_2022_04_15_17_46_23_874.jpg,-0.45,1,0,30.15506
D:\IMG\center_2022_04_15_17_46_23_950.jpg,D:\IMG\left_2022_04_15_17_46_23_950.jpg,D:\IMG\right_2022_04_15_17_46_23_950.jpg,0,1,0,30.17399
D:\IMG\center_2022_04_15_17_46_24_027.jpg,D:\IMG\left_2022_04_15_17_46_24_027.jpg,D:\IMG\right_2022_04_15_17_46_24_027.jpg,0,1,0,30.18718
D:\IMG\center_2022_04_15_17_46_24_105.jpg,D:\IMG\left_2022_04_15_17_46_24_105.jpg,D:\IMG\right_2022_04_15_17_46_24_105.jpg,0,1,0,30.18968
D:\IMG\center_2022_04_15_17_46_24_184.jpg,D:\IMG\left_2022_04_15_17_46_24_184.jpg,D:\IMG\right_2022_04_15_17_46_24_184.jpg,-0.2,1,0,30.18454
D:\IMG\center_2022_04_15_17_46_24_265.jpg,D:\IMG\left_2022_04_15_17_46_24_265.jpg,D:\IMG\right_2022_04_15_17_46_24_265.jpg,0,1,0,30.18988
D:\IMG\center_2022_04_15_17_46_24_342.jpg,D:\IMG\left_2022_04_15_17_46_24_342.jpg,D:\IMG\right_2022_04_15_17_46_24_342.jpg,0,1,0,30.19008
D:\IMG\center_2022_04_15_17_46_24_426.jpg,D:\IMG\left_2022_04_15_17_46_24_426.jpg,D:\IMG\right_2022_04_15_17_46_24_426.jpg,0,1,0,30.19026
D:\IMG\center_2022_04_15_17_46_24_505.jpg,D:\IMG\left_2022_04_15_17_46_24_505.jpg,D:\IMG\right_2022_04_15_17_46_24_505.jpg,0,1,0,30.1903
D:\IMG\center_2022_04_15_17_46_24_585.jpg,D:\IMG\left_2022_04_15_17_46_24_585.jpg,D:\IMG\right_2022_04_15_17_46_24_585.jpg,0,1,0,30.19032
D:\IMG\center_2022_04_15_17_46_24_662.jpg,D:\IMG\left_2022_04_15_17_46_24_662.jpg,D:\IMG\right_2022_04_15_17_46_24_662.jpg,0,1,0,30.1903
D:\IMG\center_2022_04_15_17_46_24_743.jpg,D:\IMG\left_2022_04_15_17_46_24_743.jpg,D:\IMG\right_2022_04_15_17_46_24_743.jpg,0,1,0,30.19032
D:\IMG\center_2022_04_15_17_46_24_823.jpg,D:\IMG\left_2022_04_15_17_46_24_823.jpg,D:\IMG\right_2022_04_15_17_46_24_823.jpg,0.1,1,0,30.18769
D:\IMG\center_2022_04_15_17_46_24_905.jpg,D:\IMG\left_2022_04_15_17_46_24_905.jpg,D:\IMG\right_2022_04_15_17_46_24_905.jpg,0,1,0,30.19062
D:\IMG\center_2022_04_15_17_46_24_983.jpg,D:\IMG\left_2022_04_15_17_46_24_983.jpg,D:\IMG\right_2022_04_15_17_46_24_983.jpg,0,1,0,30.18967
D:\IMG\center_2022_04_15_17_46_25_065.jpg,D:\IMG\left_2022_04_15_17_46_25_065.jpg,D:\IMG\right_2022_04_15_17_46_25_065.jpg,0,1,0,30.19104
D:\IMG\center_2022_04_15_17_46_25_144.jpg,D:\IMG\left_2022_04_15_17_46_25_144.jpg,D:\IMG\right_2022_04_15_17_46_25_144.jpg,0,1,0,30.19004
D:\IMG\center_2022_04_15_17_46_25_226.jpg,D:\IMG\left_2022_04_15_17_46_25_226.jpg,D:\IMG\right_2022_04_15_17_46_25_226.jpg,0,1,0,30.18894
D:\IMG\center_2022_04_15_17_46_25_307.jpg,D:\IMG\left_2022_04_15_17_46_25_307.jpg,D:\IMG\right_2022_04_15_17_46_25_307.jpg,0,1,0,30.19043
D:\IMG\center_2022_04_15_17_46_25_387.jpg,D:\IMG\left_2022_04_15_17_46_25_387.jpg,D:\IMG\right_2022_04_15_17_46_25_387.jpg,0,1,0,30.19035
D:\IMG\center_2022_04_15_17_46_25_468.jpg,D:\IMG\left_2022_04_15_17_46_25_468.jpg,D:\IMG\right_2022_04_15_17_46_25_468.jpg,0,1,0,30.19036
D:\IMG\center_2022_04_15_17_46_25_547.jpg,D:\IMG\left_2022_04_15_17_46_25_547.jpg,D:\IMG\right_2022_04_15_17_46_25_547.jpg,-0.1,1,0,30.1875
D:\IMG\center_2022_04_15_17_46_25_629.jpg,D:\IMG\left_2022_04_15_17_46_25_629.jpg,D:\IMG\right_2022_04_15_17_46_25_629.jpg,-0.3,1,0,30.1692
D:\IMG\center_2022_04_15_17_46_25_708.jpg,D:\IMG\left_2022_04_15_17_46_25_708.jpg,D:\IMG\right_2022_04_15_17_46_25_708.jpg,0,1,0,30.18819
D:\IMG\center_2022_04_15_17_46_25_788.jpg,D:\IMG\left_2022_04_15_17_46_25_788.jpg,D:\IMG\right_2022_04_15_17_46_25_788.jpg,0,1,0,30.18995
D:\IMG\center_2022_04_15_17_46_25_867.jpg,D:\IMG\left_2022_04_15_17_46_25_867.jpg,D:\IMG\right_2022_04_15_17_46_25_867.jpg,0,1,0,30.19023
D:\IMG\center_2022_04_15_17_46_25_946.jpg,D:\IMG\left_2022_04_15_17_46_25_946.jpg,D:\IMG\right_2022_04_15_17_46_25_946.jpg,0,1,0,30.19036
D:\IMG\center_2022_04_15_17_46_26_024.jpg,D:\IMG\left_2022_04_15_17_46_26_024.jpg,D:\IMG\right_2022_04_15_17_46_26_024.jpg,0,1,0,30.19031
D:\IMG\center_2022_04_15_17_46_26_106.jpg,D:\IMG\left_2022_04_15_17_46_26_106.jpg,D:\IMG\right_2022_04_15_17_46_26_106.jpg,0,1,0,30.19029
D:\IMG\center_2022_04_15_17_46_26_184.jpg,D:\IMG\left_2022_04_15_17_46_26_184.jpg,D:\IMG\right_2022_04_15_17_46_26_184.jpg,-0.15,1,0,30.18438
D:\IMG\center_2022_04_15_17_46_26_261.jpg,D:\IMG\left_2022_04_15_17_46_26_261.jpg,D:\IMG\right_2022_04_15_17_46_26_261.jpg,-0.35,1,0,30.16363
D:\IMG\center_2022_04_15_17_46_26_342.jpg,D:\IMG\left_2022_04_15_17_46_26_342.jpg,D:\IMG\right_2022_04_15_17_46_26_342.jpg,0,1,0,30.18746
D:\IMG\center_2022_04_15_17_46_26_422.jpg,D:\IMG\left_2022_04_15_17_46_26_422.jpg,D:\IMG\right_2022_04_15_17_46_26_422.jpg,0,1,0,30.18984
D:\IMG\center_2022_04_15_17_46_26_501.jpg,D:\IMG\left_2022_04_15_17_46_26_501.jpg,D:\IMG\right_2022_04_15_17_46_26_501.jpg,0,1,0,30.19021
D:\IMG\center_2022_04_15_17_46_26_579.jpg,D:\IMG\left_2022_04_15_17_46_26_579.jpg,D:\IMG\right_2022_04_15_17_46_26_579.jpg,0,1,0,30.19027
D:\IMG\center_2022_04_15_17_46_26_660.jpg,D:\IMG\left_2022_04_15_17_46_26_660.jpg,D:\IMG\right_2022_04_15_17_46_26_660.jpg,-0.1,1,0,30.18814
D:\IMG\center_2022_04_15_17_46_26_739.jpg,D:\IMG\left_2022_04_15_17_46_26_739.jpg,D:\IMG\right_2022_04_15_17_46_26_739.jpg,-0.3,1,0,30.16983
D:\IMG\center_2022_04_15_17_46_26_819.jpg,D:\IMG\left_2022_04_15_17_46_26_819.jpg,D:\IMG\right_2022_04_15_17_46_26_819.jpg,0,1,0,30.18833
D:\IMG\center_2022_04_15_17_46_26_899.jpg,D:\IMG\left_2022_04_15_17_46_26_899.jpg,D:\IMG\right_2022_04_15_17_46_26_899.jpg,0,1,0,30.19
D:\IMG\center_2022_04_15_17_46_26_981.jpg,D:\IMG\left_2022_04_15_17_46_26_981.jpg,D:\IMG\right_2022_04_15_17_46_26_981.jpg,0,1,0,30.19022
D:\IMG\center_2022_04_15_17_46_27_053.jpg,D:\IMG\left_2022_04_15_17_46_27_053.jpg,D:\IMG\right_2022_04_15_17_46_27_053.jpg,-0.2,1,0,30.18122
D:\IMG\center_2022_04_15_17_46_27_123.jpg,D:\IMG\left_2022_04_15_17_46_27_123.jpg,D:\IMG\right_2022_04_15_17_46_27_123.jpg,0,1,0,30.18508
D:\IMG\center_2022_04_15_17_46_27_198.jpg,D:\IMG\left_2022_04_15_17_46_27_198.jpg,D:\IMG\right_2022_04_15_17_46_27_198.jpg,0,1,0,30.18982
D:\IMG\center_2022_04_15_17_46_27_279.jpg,D:\IMG\left_2022_04_15_17_46_27_279.jpg,D:\IMG\right_2022_04_15_17_46_27_279.jpg,0,1,0,30.19027
D:\IMG\center_2022_04_15_17_46_27_360.jpg,D:\IMG\left_2022_04_15_17_46_27_360.jpg,D:\IMG\right_2022_04_15_17_46_27_360.jpg,-0.15,1,0,30.18543
